labsampnum,db_13b,w0,w6clodVMW,w10cldVMW,w3cldVMW,w15l2VMW,COLEws,adod,cec7_cly,w15cly,result_source_key,latitude_decimal_degrees,longitude_decimal_degrees,lab_texture_class,sand_tot_psa,silt_tot_psa,clay_tot_psa,db_od,alpha,Ko,Ks,Lpar,npar,theta_r,theta_s,ten_npar,ten_alpha
01N03055,1.08,0.59245283,0.2754,0.26892,0.24408,0.03672,0,1.175,0.43,0.42,181257,32.9122505,-106.1530533,fsl,61.4,30.5,8.1,1.08,-1.991759481,0.858212115,2.145609678,0.468777114,0.1488688,0.017651634,0.44482629,1.408863118,0.010191557
01N03056,1.2,0.547169811,0.2148,0.2088,0.2016,0.0468,-0.002,1.173,0.71,0.29,181258,32.9122505,-106.1530533,l,42.3,44.4,13.3,1.18,-1.766596687,1.081723347,1.690826508,-0.287081022,0.141349699,0.020045974,0.413835699,1.384680891,0.017116041
01N03057,1.14,0.569811321,0.2622,0.2565,0.24624,0.0456,0.002,1.168,0.2,0.45,181259,32.9122505,-106.1530533,vfsl,53.3,37.8,8.9,1.15,-2.059861558,0.744257201,1.956322801,0.524136554,0.160935446,0.020006579,0.425589123,1.448556523,0.008712413
01N03058,1.03,0.611320755,0.35947,0.3502,0.33784,0.04017,0.004,1.154,0.33,0.48,181260,32.9122505,-106.1530533,vfsl,52.7,39.2,8.1,1.05,-2.536446323,0.225244762,1.966882083,1.319473484,0.238362583,0.028947853,0.445600419,1.731261148,0.002907727
01N03059,1.1,0.58490566,0.2684,0.264,0.2563,0.0473,0.008,1.147,0.31,0.47,181261,32.9122505,-106.1530533,vfsl,53.7,37.2,9.1,1.14,-2.083985624,0.723620238,2.016775268,0.632979985,0.161891203,0.020540196,0.435927753,1.451747888,0.008241654
01N03060,1.14,0.569811321,0.2964,0.29526,0.2907,0.03762,0.031,1.143,0.14,0.18,181262,32.9122505,-106.1530533,l,45.1,36.4,18.5,1.3,-2.395887121,0.347297761,1.643168878,1.087992822,0.212786993,0.026926792,0.429338443,1.632251187,0.004018953
01N03064,1.14,0.569811321,0.32832,0.31008,0.29526,0.07296,0.009,1.058,0.76,0.4,181271,32.8924179,-106.1550293,sil,26.3,57.5,16.2,1.17,-2.337769707,0.37342094,1.782810517,0.918667233,0.206012301,0.032935337,0.4332683,1.606986769,0.004594416
01N03065,1.01,0.618867925,0.38481,0.38279,0.37774,0.0303,0.01,1.16,0.38,0.36,181272,32.8924179,-106.1550293,vfsl,54.5,37.1,8.4,1.04,-2.683660006,0.091719834,1.828832952,1.331889136,0.277830748,0.035335119,0.453161503,1.895966886,0.002071763
01N03067,1.09,0.588679245,0.29757,0.2943,0.29757,0.0436,0.024,1.172,0.15,0.29,181274,32.8924179,-106.1550293,l,42.3,44.1,13.6,1.17,-2.396144954,0.354954182,1.852777088,1.12389142,0.212665533,0.026359982,0.4332585,1.631794756,0.004016567
01N03068,1.09,0.588679245,0.27141,0.26487,0.26487,0.03815,0.027,1.166,0.12,0.16,181275,32.8924179,-106.1550293,sil,27.9,50.7,21.4,1.18,-2.228802519,0.543060874,1.591308826,0.890554107,0.18882362,0.024225707,0.434778157,1.544626993,0.005904695
01N03069,1.11,0.581132075,0.26196,0.2553,0.25974,0.0444,0.016,1.167,0.33,0.58,181276,32.8924179,-106.1550293,vfsl,55.1,38,6.9,1.19,-2.135538934,0.660751528,2.045567299,0.725102987,0.168678703,0.020009546,0.429192977,1.474615189,0.007319157
01N03070,1.11,0.581132075,0.28638,0.27417,0.27528,0.03774,0.023,1.149,0.21,0.32,181277,32.8924179,-106.1550293,l,47.9,41.4,10.7,1.19,-2.290522436,0.47717068,1.88350839,0.981690814,0.193515253,0.022066152,0.425208292,1.561403876,0.005122448
01N03071,1.16,0.562264151,0.25636,0.25172,0.2552,0.03364,0.003,1.151,0.19,0.21,181278,32.8924179,-106.1550293,l,44.2,42.3,13.5,1.17,-2.227830578,0.538715069,1.724371216,0.811067888,0.186630076,0.021024812,0.414353895,1.536845026,0.005917925
01N03072,1.15,0.566037736,0.3013,0.28865,0.2714,0.04255,0.003,1.14,0.25,0.27,181279,32.8924179,-106.1550293,l,43.9,42.2,13.9,1.16,-2.28846788,0.463556445,1.741116079,0.916297015,0.194966735,0.023848473,0.420630579,1.566631069,0.005146739
01N03073,1.22,0.539622642,0.31232,0.30134,0.2745,0.05368,0,1.122,0.33,0.28,181280,32.8924179,-106.1550293,l,43.1,41.3,15.6,1.22,-2.32144727,0.396677526,1.581289752,0.854039254,0.20102653,0.0274669,0.412441141,1.588643792,0.004770377
01N03079,1.4,0.471698113,0.378,0.3528,0.3234,0.0882,0.023,1.02,1.28,0.66,181291,32.3515015,-105.7653885,vfsl,65.1,25.4,9.5,1.5,-2.588667905,0.06001289,1.273106478,0.893301053,0.240954941,0.039555844,0.397917087,1.741626167,0.002578292
01N03080,1.43,0.460377358,0.35893,0.34034,0.32175,0.11583,0.025,1.029,0.9,0.44,181292,32.3515015,-105.7653885,vfsl,58.7,23,18.3,1.54,-2.451515256,0.132858247,1.132016484,0.712573018,0.203269856,0.046032467,0.407362595,1.596871081,0.003535776
01N03081,1.3,0.509433962,0.3614,0.3302,0.3068,0.1313,0.037,1.037,0.86,0.43,181293,32.3515015,-105.7653885,scl,49.7,27,23.3,1.45,-2.117708758,0.487570914,1.43541611,0.285393665,0.155957297,0.049123192,0.441615778,1.432047083,0.007625902
01N03086,1.25,0.528301887,0.35125,0.32875,0.30875,0.09125,0.023,1.024,1.38,0.64,181298,32.3452225,-105.7774963,vfsl,56.6,32,11.4,1.34,-2.364633989,0.304645942,1.641766948,0.853335844,0.199909479,0.036570784,0.424897164,1.584562884,0.004318829
01N03087,1.3,0.509433962,0.3835,0.364,0.3471,0.1365,0.032,1.041,0.76,0.41,181299,32.3452225,-105.7774963,scl,48.4,25.7,25.9,1.44,-2.414949973,0.155821989,1.280500696,0.750047954,0.196032065,0.055767233,0.447638379,1.570478752,0.003846361
01N03088,1.24,0.532075472,0.34968,0.3224,0.29264,0.13516,0.034,1.041,0.84,0.44,181300,32.3452225,-105.7774963,l,40.9,34.1,25,1.37,-1.927527061,0.719332279,1.483019971,-0.139699114,0.139641393,0.051342713,0.454946968,1.37924492,0.011816067
01N06067,1.24,0.532075472,0.25544,0.24676,0.2356,0.10912,0.013,1.015,0.83,0.59,170670,45.3484136,-123.0856445,l,37.4,47.7,14.9,1.29,-1.644081886,1.129961368,1.718144105,-0.795036857,0.131556961,0.039264515,0.428029221,1.353807641,0.022694369
01N06068,1.55,0.41509434,0.341,0.3317,0.31155,0.11005,0.011,1.012,0.56,0.4,170671,45.3484154,-123.0856476,l,34.9,47.2,17.9,1.6,-2.540405272,0.017037843,0.863535938,0.606657539,0.220179382,0.046898119,0.378163378,1.660272529,0.002881341
01N06069,1.54,0.418867925,0.29722,0.29106,0.28336,0.16786,0.023,1.017,0.45,0.41,170672,45.3484136,-123.0856445,l,30.7,42.9,26.4,1.65,-1.750313845,0.752067669,0.920011645,-1.307784309,0.108939526,0.060957972,0.391234157,1.285107701,0.017769948
01N06070,1.32,0.501886792,0.42636,0.41712,0.40788,0.24552,0.064,1.028,0.45,0.47,170673,45.3484136,-123.0856445,cl,29.8,30.7,39.5,1.59,-2.147489812,0.268288107,1.041203414,-0.027526392,0.119007244,0.077821016,0.489797664,1.31524677,0.007120495
01N06071,1.23,0.535849057,0.45018,0.44157,0.43296,0.29397,0.071,1.037,0.52,0.52,170674,45.3484136,-123.0856445,c,32.2,21.4,46.4,1.51,-1.842460585,0.625404225,1.336394824,-1.590567796,0.084810208,0.084632029,0.528841365,1.215654629,0.014372735
01N06072,1.18,0.554716981,0.48144,0.46138,0.44958,0.24072,0.061,1.037,0.73,0.64,170675,45.3484154,-123.0856476,cl,43.1,25.1,31.8,1.41,-2.429383219,0.039953873,1.297471418,0.717774076,0.166596091,0.082152675,0.521473746,1.46756076,0.003720633
01N06073,1.16,0.562264151,0.48024,0.46168,0.44776,0.21112,0.044,1.035,0.81,0.66,170676,45.3484154,-123.0856476,scl,46.3,26.2,27.5,1.32,-2.586884052,-0.055393653,1.350826366,0.847186228,0.209899246,0.082064676,0.513828567,1.62143389,0.002588904
01N06077,1.44,0.456603774,0.40608,0.3888,0.36432,0.1296,0.011,1.012,0.59,0.51,170717,45.3673897,-123.0830841,sil,26.8,55.5,17.7,1.49,-2.745980368,-0.136876503,1.085266178,0.777296164,0.270708531,0.063178987,0.419910857,1.865127524,0.001794815
01N06078,1.49,0.437735849,0.35909,0.34866,0.3278,0.13261,0.011,1.012,0.48,0.46,170718,45.3673889,-123.0830833,sil,24.9,55.7,19.4,1.54,-2.476552303,0.048957381,1.065666486,0.574417429,0.204375794,0.054783616,0.401970841,1.600942721,0.003337703
01N06079,1.43,0.460377358,0.34892,0.33891,0.31746,0.17017,0.016,1.012,0.4,0.57,170719,45.3673889,-123.0830833,sil,24.2,54.8,21,1.5,-2.007589006,0.483914254,1.276539303,-0.340991273,0.130921529,0.061343666,0.419183425,1.351828284,0.009826775
01N06080,1.48,0.441509434,0.3404,0.333,0.31228,0.18352,0.02,1.016,0.38,0.49,170720,45.3673897,-123.0830841,sil,22.8,52,25.2,1.57,-1.852536119,0.622957504,1.069378036,-0.984697554,0.111561098,0.065692479,0.41348736,1.292888576,0.014043129
01N06081,1.43,0.460377358,0.36894,0.35607,0.32604,0.16731,0.018,1.019,0.4,0.43,170721,45.3673889,-123.0830833,cl,28,44.5,27.5,1.51,-2.129427649,0.349788067,1.007424978,-0.004228328,0.142964804,0.061892204,0.425181763,1.389839992,0.007422878
01N06082,1.55,0.41509434,0.3348,0.32395,0.29605,0.19685,0.011,1.018,0.44,0.44,170722,45.3673897,-123.0830841,cl,35.1,35.9,29,1.6,-1.611322294,0.841058607,0.837262503,-2.104901173,0.095276681,0.070889268,0.397197664,1.245307722,0.024472464
01N06083,1.53,0.422641509,0.38862,0.38403,0.3672,0.28152,0.032,1.025,0.69,0.71,170723,45.3673897,-123.0830841,l,33.4,40.8,25.8,1.68,-1.476511614,0.850286825,0.603577162,-4.546424158,0.067505072,0.086579251,0.420660171,1.168167372,0.033380158
01N06084,1.42,0.464150943,0.43026,0.42458,0.40754,0.3266,0.049,1.03,0.52,0.56,170724,45.3673897,-123.0830841,c,30.8,28.1,41.1,1.64,-1.416705739,0.908813556,0.691802569,-5.617104766,0.06166246,0.100063003,0.468034621,1.152557125,0.038308422
01N06088,1.28,0.516981132,0.39808,0.38528,0.37888,0.12672,0.015,1.014,0.8,0.56,170679,45.3560829,-123.1333084,l,39.8,42.6,17.6,1.34,-2.717408125,-0.077784063,1.343231569,0.900857053,0.270381205,0.062200064,0.443766775,1.863722314,0.001916867
01N06089,1.56,0.411320755,0.3198,0.30732,0.30264,0.12948,0.017,1.013,0.47,0.41,170680,45.3560829,-123.1333084,l,37.6,42.2,20.2,1.64,-2.321572961,0.196847943,0.812016494,0.332960068,0.172388897,0.047855869,0.37936095,1.487266847,0.004768997
01N06090,1.55,0.41509434,0.3224,0.31,0.3038,0.1674,0.019,1.017,0.46,0.44,170681,45.3560829,-123.1333084,l,36.4,39,24.6,1.64,-1.979519884,0.514386941,0.786997265,-0.555783931,0.12085159,0.05603564,0.391767508,1.320844189,0.010482868
01N06091,1.43,0.460377358,0.35893,0.34606,0.34034,0.17875,0.029,1.022,0.61,0.52,170682,45.3560829,-123.1333084,l,44.5,31.5,24,1.56,-2.16287163,0.321747036,0.960331852,0.088625331,0.140666181,0.060056049,0.426894101,1.382503314,0.006872716
01N06092,1.49,0.437735849,0.36654,0.33227,0.30396,0.18476,0.02,1.024,1.58,1.33,170683,45.3560829,-123.1333084,fsl,74.2,16.5,9.3,1.58,-1.724001217,0.849015718,1.31235767,-1.32100115,0.1039188,0.053739418,0.409103293,1.270336568,0.018879861
01N06094,1.4,0.471698113,0.3822,0.371,0.3458,0.1904,0.018,1.024,0.6,0.48,170685,45.3503588,-123.0109201,sicl,13.4,58,28.6,1.48,-2.082017908,0.352129329,1.159614103,-0.186921266,0.132431521,0.071988638,0.446524607,1.356536616,0.00827908
01N06095,1.47,0.445283019,0.37485,0.36456,0.34692,0.19698,0.021,1.024,0.49,0.44,170686,45.3503588,-123.0109201,sicl,13,56.8,30.2,1.57,-2.078441426,0.339176826,0.93580549,-0.298162572,0.123454588,0.070818545,0.434661228,1.328784606,0.008347541
01N06096,1.59,0.4,0.38796,0.38001,0.36252,0.23691,0.024,1.027,0.42,0.44,170687,45.3503588,-123.0109201,sicl,13.3,53,33.7,1.71,-1.924705564,0.468021974,0.40872535,-1.518602307,0.085522691,0.069544986,0.417661556,1.217650611,0.011893083
01N06097,1.47,0.445283019,0.41307,0.40719,0.38808,0.28518,0.032,1.034,0.38,0.45,170688,45.3503571,-123.0109177,c,18.2,38.4,43.4,1.62,-1.648468429,0.711165346,0.640706229,-3.561662647,0.069196411,0.085083233,0.454340634,1.172725614,0.022466301
01N06101,1.3,0.509433962,0.3666,0.3484,0.3406,0.2054,0.024,1.025,0.46,0.45,170729,45.2910538,-123.0329971,sicl,11.6,52.9,35.5,1.4,-1.816202095,0.643975193,1.260582087,-1.017206866,0.112881704,0.082501283,0.474833238,1.296825985,0.015268554
01N06102,1.44,0.456603774,0.3816,0.36576,0.36,0.252,0.037,1.026,0.32,0.41,170730,45.2910538,-123.0329971,sic,10.6,47.2,42.2,1.61,-1.647971493,0.73247329,0.856182005,-2.644807873,0.081647641,0.089111881,0.455492072,1.206834289,0.022492022
01N06103,1.38,0.479245283,0.39054,0.3795,0.3726,0.27048,0.039,1.03,0.27,0.4,170731,45.2910538,-123.0329971,c,12.1,38.6,49.3,1.55,-1.568438274,0.816390366,1.080385807,-3.158734361,0.078306515,0.097799874,0.478241265,1.197585461,0.02701231
01N06104,1.39,0.475471698,0.41283,0.4031,0.39615,0.3058,0.039,1.03,0.22,0.38,170732,45.2910556,-123.033,c,10.8,31.3,57.9,1.57,-1.487094661,0.869580374,1.114240655,-4.501349842,0.067468918,0.102948983,0.486321442,1.168070129,0.032576569
01N06109,1.32,0.501886792,0.38676,0.37752,0.37224,0.21912,0.029,1.025,0.49,0.47,170692,45.277195,-123.0508041,sicl,13.6,51.2,35.2,1.44,-2.023185588,0.387874089,1.187310512,-0.395247409,0.121167906,0.081545086,0.479415692,1.321806569,0.009480133
01N06110,1.25,0.528301887,0.3675,0.3575,0.35125,0.21125,0.025,1.025,0.42,0.44,170693,45.277195,-123.0508041,sicl,12.4,49.6,38,1.35,-1.830725981,0.635829711,1.327422967,-0.944900333,0.114140231,0.085078167,0.491814453,1.300589463,0.014766379
01N06111,1.36,0.486792453,0.39712,0.3876,0.38216,0.25024,0.04,1.028,0.35,0.43,170694,45.2771944,-123.0508056,sic,12,45.2,42.8,1.53,-1.852499929,0.543090931,1.012079916,-1.36572993,0.094627229,0.086114835,0.481210832,1.243446857,0.014044299
01N06112,1.37,0.483018868,0.42196,0.40826,0.40004,0.29181,0.036,1.031,0.25,0.43,170695,45.277195,-123.0508041,c,11.4,39,49.6,1.53,-1.635205889,0.743050891,0.971518918,-3.307217038,0.072597672,0.094200645,0.488345408,1.1819461,0.023162963
01N06113,1.14,0.569811321,0.4788,0.47538,0.4731,0.27246,0.011,1.031,0.28,0.53,170696,45.2771944,-123.0508056,c,18,37.2,44.8,1.21,-2.365901375,0.051826322,1.460848767,0.488498845,0.148781792,0.09568256,0.555610818,1.40858089,0.004306244
01N06114,1.07,0.596226415,0.50932,0.49755,0.49434,0.27071,0.009,1.03,0.32,0.62,170697,45.2771944,-123.0508056,c,20.2,38.9,40.9,1.12,-2.485556048,-0.038598429,1.632209947,0.580199826,0.176134081,0.102807832,0.572234872,1.500147909,0.003269219
01N06118,1.29,0.513207547,0.3741,0.35991,0.32895,0.20253,0.022,1.025,0.41,0.41,170737,45.2808876,-123.027916,sicl,11,51,38,1.38,-1.722709945,0.757276629,1.255724101,-1.322235682,0.11010325,0.085319454,0.476399304,1.288555859,0.018936079
01N06119,1.35,0.490566038,0.3645,0.3456,0.31455,0.22005,0.024,1.027,0.36,0.4,170738,45.2808889,-123.0279167,sic,10.1,49.2,40.7,1.45,-1.468565612,0.951607871,1.173845739,-2.447441597,0.099474827,0.10414381,0.463065904,1.257403969,0.033996514
01N06120,1.39,0.475471698,0.38503,0.36696,0.33638,0.26688,0.025,1.031,0.29,0.38,170739,45.2808876,-123.027916,sic,8.8,41,50.2,1.5,-1.304248542,0.966878271,1.178678525,-3.475409761,0.091331426,0.135059443,0.465825088,1.23404622,0.049630821
01N06121,1.37,0.483018868,0.44251,0.42881,0.41374,0.33839,0.049,1.036,0.32,0.38,170740,45.2808876,-123.027916,c,6,29.7,64.3,1.58,-1.349216596,0.966663469,1.118673023,-5.827946517,0.063094463,0.119961412,0.498752804,1.156363734,0.044749007
01N06122,1.31,0.505660377,0.51221,0.50304,0.44016,0.3275,0.054,1.037,0.26,0.38,170741,45.2808876,-123.027916,c,5.7,29,65.3,1.55,-1.680734112,0.721948835,1.168996057,-3.650419413,0.066204448,0.094290231,0.523594388,1.164674181,0.020857675
01N06123,1.29,0.513207547,0.48117,0.47214,0.44247,0.32379,0.06,1.039,0.27,0.39,170742,45.2808889,-123.0279167,c,6,30.2,63.8,1.54,-1.72367992,0.686492283,1.196763485,-3.163004263,0.069116526,0.093675029,0.528709674,1.172509921,0.018893833
01N06128,1.43,0.460377358,0.32604,0.31603,0.29887,0.11726,0.014,1.014,0.53,0.38,170702,45.327137,-123.1471405,l,31.8,46.7,21.5,1.49,-2.295485965,0.263823132,1.119811634,0.427135805,0.182504808,0.047459373,0.400862738,1.522315986,0.005064237
01N06129,1.41,0.467924528,0.3243,0.31302,0.29469,0.11562,0.012,1.013,0.44,0.36,170703,45.327137,-123.1471405,l,31.3,46.2,22.5,1.46,-2.2559524,0.31240787,1.149283558,0.389305106,0.178212524,0.046849404,0.404451619,1.507344512,0.005546865
01N06130,1.38,0.479245283,0.32016,0.30912,0.28842,0.11178,0.014,1.013,0.39,0.36,170704,45.327137,-123.1471405,l,30.5,47.2,22.3,1.44,-2.208714519,0.378855106,1.22675,0.349718643,0.174229629,0.045247415,0.407803285,1.493583919,0.006184228
01N06131,1.49,0.437735849,0.31439,0.30843,0.28906,0.1192,0.013,1.014,0.39,0.37,170705,45.327137,-123.1471405,l,29.4,48.9,21.7,1.55,-2.230598754,0.315765872,1.042589555,0.254528497,0.169696054,0.046682717,0.388528192,1.478073579,0.005880324
01N06132,1.48,0.441509434,0.35224,0.34188,0.3182,0.15836,0.02,1.018,0.41,0.4,170706,45.327137,-123.1471405,l,27.1,46,26.9,1.57,-2.168031854,0.313629672,0.915185244,0.056409611,0.147202352,0.058637446,0.410994824,1.403467474,0.006791538
01N06133,1.68,0.366037736,0.336,0.33096,0.31752,0.22848,0.016,1.023,0.42,0.41,170708,45.327137,-123.1471405,cl,29.5,37.3,33.2,1.76,-1.593774659,0.779772447,0.300072906,-3.453701381,0.073990286,0.068581575,0.375589182,1.185742226,0.025481521
01N06134,1.64,0.381132075,0.34604,0.33784,0.32636,0.22468,0.018,1.024,0.4,0.38,170707,45.327137,-123.1471405,cl,34.7,29.2,36.1,1.73,-1.72844235,0.689645837,0.459408526,-2.453630445,0.080284017,0.064998961,0.388656668,1.203050941,0.018687777
01N06135,1.37,0.483018868,0.34113,0.33428,0.31784,0.10823,0.028,1.012,0.43,0.4,170709,45.3265556,-123.1493889,l,38.4,41.6,20,1.49,-2.464787841,0.128583729,1.18042037,0.7231123,0.215402163,0.047500247,0.411580883,1.642109687,0.003429353
01N06136,1.41,0.467924528,0.33135,0.32148,0.30315,0.15651,0.019,1.014,0.34,0.45,170710,45.3265556,-123.1493889,l,36,39.5,24.5,1.49,-1.982260676,0.549678201,1.123232508,-0.314989386,0.134070498,0.057220581,0.419892412,1.361665701,0.01041692
01N06137,1.37,0.483018868,0.3973,0.38908,0.36716,0.23427,0.037,1.021,0.32,0.46,170711,45.3265572,-123.1493912,cl,35.2,27.8,37,1.53,-1.862810585,0.589427843,1.060932239,-1.113095673,0.099528981,0.075732418,0.466547921,1.25756077,0.013714798
01N06138,1.33,0.498113208,0.44289,0.43491,0.4123,0.18886,0.01,1.018,0.55,0.74,170712,45.3265572,-123.1493912,fsl,58.7,22.2,19.1,1.37,-2.627667867,-0.079953598,1.095723674,0.895115016,0.212608923,0.067879962,0.45981082,1.631582066,0.002356851
01N06139,1.24,0.532075472,0.48732,0.47492,0.44888,0.16988,0.021,1.018,0.71,0.82,170713,45.3265556,-123.1493889,fsl,58.9,24.3,16.8,1.32,-2.871236411,-0.203014978,1.186865271,0.869498517,0.290536458,0.078108468,0.477609917,1.952254614,0.001345128
01N06143,1.38,0.479245283,0.35466,0.345,0.32844,0.12282,0.019,1.016,0.52,0.4,170746,45.2913889,-123.1209167,l,36.6,41,22.4,1.46,-2.46184825,0.103937016,1.093362205,0.684357057,0.209599608,0.05266667,0.418481104,1.62031558,0.003452644
01N06144,1.46,0.449056604,0.31098,0.29784,0.2847,0.14162,0.018,1.016,0.35,0.39,170747,45.2913889,-123.1209167,l,33.4,42,24.6,1.54,-1.969872467,0.576284385,1.067538957,-0.358646563,0.135698912,0.052674435,0.402251334,1.366780934,0.01071834
01N06145,1.46,0.449056604,0.37522,0.35332,0.2847,0.15914,0.014,1.019,0.39,0.42,170748,45.2913895,-123.1209183,l,30.7,43.6,25.7,1.52,-1.804372424,0.727830759,1.086606526,-0.935290179,0.119353881,0.05981822,0.407263118,1.316296968,0.015690167
01N06146,1.53,0.422641509,0.36414,0.34884,0.30141,0.22032,0.021,1.026,0.45,0.45,170749,45.2913889,-123.1209167,cl,39.1,29.2,31.7,1.63,-1.453079309,0.947256243,0.92742645,-2.769592068,0.092070784,0.086570572,0.407342681,1.236148892,0.035230653
01N06147,1.39,0.475471698,0.40866,0.39476,0.34611,0.21406,0.028,1.025,0.43,0.51,170750,45.2913895,-123.1209183,cl,43.5,26.4,30.1,1.51,-1.850814388,0.632747797,1.052247072,-1.005738848,0.105195202,0.07002574,0.449934498,1.27407561,0.014098912
01N06151,1.34,0.494339623,0.40736,0.39798,0.38592,0.23182,0.038,1.033,0.61,0.43,170754,45.0411923,-123.1389729,sic,13.7,45.6,40.7,1.5,-2.062590142,0.333019976,1.048388569,-0.335574314,0.117265471,0.08224394,0.483399142,1.309982431,0.008657846
01N06152,1.4,0.471698113,0.4004,0.392,0.3794,0.2506,0.034,1.038,0.59,0.44,170755,45.0411911,-123.1389694,sic,13.2,45.8,41,1.55,-1.849602602,0.541236181,0.904890357,-1.475223146,0.091645464,0.083606177,0.469386096,1.23493888,0.014138307
01N06153,1.26,0.524528302,0.36918,0.36036,0.34776,0.23058,0.041,1.038,0.57,0.44,170756,45.0411923,-123.1389729,sic,13.3,45,41.7,1.42,-1.619399494,0.846572084,1.32853931,-1.960457472,0.098876729,0.096702566,0.495332263,1.2556735,0.024021521
01N06154,1.34,0.494339623,0.3953,0.38726,0.37252,0.30418,0.052,1.041,0.52,0.5,170757,45.0411911,-123.1389694,sic,12.2,42.3,45.5,1.56,-1.267075289,0.988095386,1.137691409,-4.183147323,0.082436261,0.143350553,0.484362982,1.209027728,0.054066059
01N06155,1.39,0.475471698,0.42395,0.41978,0.40727,0.30858,0.046,1.049,0.45,0.45,170758,45.0411923,-123.1389729,c,14.7,35.6,49.7,1.59,-1.562790194,0.796695095,0.890806226,-4.299471035,0.065917523,0.095554945,0.483873057,1.163904971,0.027365904
01N06156,1.29,0.513207547,0.42828,0.41925,0.40377,0.29154,0.049,1.049,0.43,0.46,170759,45.0411923,-123.1389729,c,15.8,34.8,49.4,1.49,-1.61367567,0.808910785,1.235225893,-3.076124709,0.076481146,0.098156716,0.509778722,1.192562492,0.024340211
01P02890,1.49,0.437735849,0.38889,0.3725,0.36654,0.07599,0.015,1.007,1,0.65,167520,33.6147232,-116.1230545,fsl,65.6,26.6,7.8,1.56,-2.951114519,-0.203829543,0.930390378,0.830754989,0.339193405,0.048843885,0.387937895,2.183702167,0.001119143
01P02891,1.44,0.456603774,0.44928,0.41184,0.4032,0.0504,0.023,1.005,0.82,0.54,167521,33.6147232,-116.1230545,fsl,71.1,22.4,6.5,1.54,-3.072354715,-0.230069729,0.910108823,0.742544691,0.393958534,0.054510403,0.401743264,2.477185527,0.000846536
01P02892,1.34,0.494339623,0.52796,0.50116,0.49178,0.12864,0.01,1.013,0.6,0.49,167522,33.6177788,-116.1255569,sil,23.1,57.2,19.7,1.38,-3.237463234,-0.256710364,0.844742171,0.008393622,0.457747643,0.114907275,0.495410712,2.869112932,0.000578811
01P02893,1.69,0.362264151,0.23829,0.20787,0.20111,0.0338,0.006,1.004,1.13,0.65,167523,33.7069435,-116.1558304,s,87.9,9,3.1,1.72,-2.123687892,0.580791636,1.207379257,0.125942364,0.17112471,0.018361815,0.326028567,1.482943859,0.007521632
02N00364,1.48,0.441509434,0.2516,0.23236,0.222,0.09176,0.018,1.007,2.1,1.29,176739,47.7161064,-96.2681351,lcos,86.3,8.9,4.8,1.56,-1.710514508,1.038341932,1.672905799,-0.738813118,0.126964536,0.029734934,0.394581487,1.339567295,0.01947536
02N00365,1.5,0.433962264,0.2535,0.213,0.198,0.072,0.019,1.007,1.98,0.81,176740,47.7161064,-96.2681351,lcos,83.6,10.5,5.9,1.59,-1.667995334,1.102192249,1.70350164,-0.797286969,0.129647288,0.025755916,0.383971273,1.347867768,0.021478536
