Code,Description,Sand,Silt,Clay,Gravel,Bulkdensity,Porosity,Particledensity,Organicmatter,Organiccarbon,Theta10,Theta33,Theta1500,Textureclass,Theta_r_fitted,Theta_s_fitted,Alpha_fitted,Npar_fitted,Theta_r_Full,Theta_s_Full,Alpha_Full,N_Full,Theta_r_SSC,Theta_s_SSC,Alpha_SSC,N_SSC,Theta_r_SSCBD,Theta_s_SSCBD,Alpha_SSCBD,N_SSCBD
3130,UNSODA(lab),87.1,9.9,3,,1.5,,,,,,0.131639679,0.122688356,5,0.122,0.481,0.024071,2.744538,0.11072,0.38329,0.03725,3.04202,0.04314,0.38447,0.03979,2.26389,0.04488,0.38514,0.03863,2.35627
3131,UNSODA(lab),85.2,9.3,5.5,,1.58,,,,,,0.131499154,0.126506121,4,0.126263,0.402573,0.021387,3.028604,0.12355,0.36114,0.03533,3.17107,0.04592,0.38121,0.03714,2.0031,0.04592,0.36569,0.0376,2.08254
3132,UNSODA(lab),90.1,5.5,4.4,,1.51,,,,,,0.06846745,0.06526299,5,0.065069,0.306661,0.028853,2.891665,0.06551,0.37795,0.03702,3.59856,0.0503,0.37813,0.03418,2.54668,0.05048,0.38659,0.03408,2.63463
3141,UNSODA(lab),91.6,5.1,3.3,,1.58,,,,,,0.096662973,0.083883416,5,0.081937,0.352608,0.026592,2.338771,0.07005,0.36503,0.04278,2.6722,0.04983,0.37885,0.03473,2.8053,0.04924,0.36381,0.03417,2.859
3142,UNSODA(lab),92.3,4.2,3.5,,1.56,,,,,,0.080688002,0.07539659,5,0.074962,0.377721,0.031096,2.703629,0.07118,0.36796,0.038,3.30613,0.05125,0.37752,0.0337,2.8921,0.05072,0.37038,0.03316,2.95954
3143,UNSODA(lab),93.4,3,3.6,,1.49,,,,,,0.060193211,0.058649732,5,0.058603,0.348134,0.028285,3.329792,0.06172,0.38504,0.03611,3.85047,0.05297,0.37587,0.03251,3.04538,0.05327,0.39237,0.03213,3.13514
3144,UNSODA(lab),94.8,4.1,1.1,,1.57,,,,,,0.069783699,0.067877397,5,0.067813,0.350207,0.027262,3.25979,0.06681,0.3617,0.03526,3.73563,0.04851,0.3807,0.03613,3.4362,0.04944,0.36377,0.03342,3.53479
3150,UNSODA(lab),83.8,5.8,10.4,,1.42,,,,,,0.173131788,0.143928269,4,0.135374,0.464151,0.027119,1.9846,0.10903,0.42623,0.05141,1.93994,0.05399,0.37413,0.03071,1.77226,0.05619,0.42072,0.03121,1.88082
3151,UNSODA(lab),85.7,9.1,5.2,,1.5,,,,,,0.133971601,0.11048997,4,0.105529,0.432969,0.024922,2.156928,0.08175,0.38971,0.04799,2.15963,0.04595,0.38129,0.03717,2.05361,0.04708,0.38888,0.0369,2.15178
3152,UNSODA(lab),84.5,11.1,4.4,,1.44,,,,,,0.11041742,0.096008545,4,0.093557,0.418278,0.030747,2.27534,0.07764,0.39862,0.04292,2.71531,0.04278,0.38398,0.03971,1.98068,0.04488,0.4032,0.03915,2.04357
3153,UNSODA(lab),88.6,7.8,3.6,,1.51,,,,,,0.084139129,0.076673322,5,0.075879,0.430189,0.034362,2.547379,0.06914,0.37768,0.0392,3.18443,0.04642,0.38158,0.03714,2.40527,0.04738,0.38441,0.03647,2.49716
3154,UNSODA(lab),89.1,6.4,4.5,,1.53,,,,,,0.077181439,0.068963241,5,0.068189,0.422642,0.029218,2.620638,0.06359,0.37386,0.04062,3.07387,0.04911,0.37908,0.035,2.42188,0.04923,0.38036,0.03488,2.51122
3155,UNSODA(lab),92.2,4.4,3.4,,1.53,,,,,,0.067187319,0.062834755,5,0.062475,0.422642,0.03886,2.699424,0.06213,0.37372,0.03796,3.46673,0.05088,0.37788,0.03398,2.88401,0.05092,0.3794,0.03331,2.97091
3160,UNSODA(lab),85.2,10.1,4.7,,1.37,,,,,,0.137209171,0.130359921,4,0.13,0.517,0.022621,2.980589,0.12447,0.42182,0.03549,3.42779,0.04426,0.38274,0.03853,2.0278,0.04621,0.42424,0.03921,2.0132
3161,UNSODA(lab),85.3,8.9,5.8,,1.38,,,,,,0.121514274,0.119042092,4,0.119,0.498,0.019392,3.701649,0.11961,0.41784,0.03311,3.88585,0.04667,0.38055,0.03653,2.00168,0.04839,0.42423,0.03734,2.01522
3162,UNSODA(lab),88.1,8.9,3,,1.49,,,,,,0.0934342,0.090435631,5,0.090363,0.416429,0.019968,3.473663,0.08554,0.38125,0.03468,3.69175,0.04444,0.38345,0.03878,2.37362,0.04602,0.3887,0.03775,2.45773
3163,UNSODA(lab),91,6.2,2.8,,1.49,,,,,,0.084056372,0.080602814,5,0.080532,0.408566,0.017536,3.581507,0.0761,0.38407,0.0358,3.64114,0.04785,0.38076,0.03625,2.7502,0.04894,0.38993,0.03528,2.83054
3164,UNSODA(lab),91.4,6.2,2.4,,1.56,,,,,,0.082510191,0.081729791,5,0.081726,0.389623,0.01652,4.521712,0.08056,0.36325,0.03378,3.83856,0.04744,0.38128,0.03663,2.82849,0.04791,0.36831,0.03526,2.91296
3165,UNSODA(lab),89.6,7.3,3.1,,1.6,,,,,,0.09864694,0.095115768,5,0.095,0.396226,0.021002,3.27937,0.09021,0.35371,0.03541,3.39842,0.04666,0.38162,0.03707,2.54953,0.04642,0.35703,0.03658,2.60275
3170,UNSODA(lab),81.6,13.4,5,,1.32,,,,,,0.112259897,0.101006106,4,0.099724,0.429184,0.026449,2.507571,0.08417,0.42962,0.04034,3.09501,0.04069,0.38526,0.04099,1.77608,0.04343,0.43392,0.04084,1.75019
3171,UNSODA(lab),85,9.4,5.6,,1.59,,,,,,0.099683764,0.088825648,4,0.088062,0.4,0.018796,2.800599,0.07738,0.35703,0.04145,2.74333,0.04587,0.38122,0.03716,1.98438,0.0457,0.36282,0.03781,2.05713
3172,UNSODA(lab),90.6,4.8,4.6,,1.53,,,,,,0.088268384,0.085845377,5,0.085806,0.376309,0.017363,3.732118,0.08445,0.37605,0.03535,3.62506,0.05148,0.37708,0.03332,2.59858,0.05115,0.381,0.03336,2.68268
3173,UNSODA(lab),91.5,3.6,4.9,,1.55,,,,,,0.112593493,0.103020264,5,0.102507,0.343384,0.015121,2.970556,0.09222,0.37731,0.03988,2.8841,0.05347,0.37528,0.03192,2.69723,0.05242,0.37549,0.03221,2.76605
3174,UNSODA(lab),91.7,8.1,0.2,,1.61,,,,,,0.149678669,0.124852995,5,0.120141,0.392453,0.01861,2.218473,0.08567,0.35952,0.04631,2.03424,0.04274,0.38695,0.04083,2.99306,0.04436,0.34948,0.0375,3.08168
3175,UNSODA(lab),97,2.8,0.2,,1.54,,,,,,0.041542623,0.041540002,5,0.04154,0.418868,0.036235,5.786308,0.05022,0.36644,0.03503,4.09963,0.04862,0.38052,0.03623,3.87281,0.05088,0.37175,0.03229,4.05198
3180,UNSODA(lab),63.6,16.4,20,,1.52,,,,,,0.249997667,0.249069436,7,0.249046,0.4352,0.026182,3.446518,0.27104,0.38335,0.03381,2.77012,0.05913,0.38328,0.02811,1.34795,0.05936,0.39551,0.02418,1.39056
3181,UNSODA(lab),89,4.6,6.4,,1.72,,,,,,0.089510805,0.088521135,5,0.088515,0.419231,0.017039,4.361657,0.08974,0.32486,0.03591,3.30177,0.05322,0.37525,0.0318,2.32045,0.0485,0.32575,0.03448,2.19924
3182,UNSODA(lab),92,5.2,2.8,,1.55,,,,,,0.099338833,0.098033136,5,0.097999,0.415094,0.028897,3.424018,0.09645,0.36982,0.0334,3.76186,0.04918,0.37959,0.03529,2.89159,0.04937,0.37221,0.0342,2.9751
3183,UNSODA(lab),93.3,5,1.7,,1.43,,,,,,0.084582174,0.084310385,5,0.084308,0.422238,0.029362,4.133706,0.08168,0.40129,0.03287,4.19259,0.04819,0.38087,0.03623,3.15523,0.05007,0.40675,0.0352,3.15982
3190,UNSODA(lab),47.9,35.6,16.5,,1.41,,,,,,0.308701938,0.261728196,3,0.241891,0.553,0.019831,1.81104,0.15563,0.42553,0.05385,1.39318,0.05528,0.39507,0.01369,1.45256,0.05435,0.39527,0.01248,1.49044
3191,UNSODA(lab),47.6,36.1,16.2,,1.4,,,,,,0.291794091,0.252739497,3,0.23809,0.528,0.020947,1.865686,0.17406,0.42225,0.05244,1.51416,0.05476,0.39473,0.0133,1.45705,0.05409,0.3963,0.01215,1.49471
3192,UNSODA(lab),44.2,39.5,16.3,,1.44,,,,,,0.314056624,0.266359805,3,0.230697,0.49,0.021523,1.570526,0.15174,0.41749,0.05399,1.36144,0.05523,0.39745,0.01062,1.48986,0.05339,0.38415,0.01093,1.50632
3193,UNSODA(lab),41.4,44.9,13.7,,1.32,,,,,,0.295213571,0.222748253,3,0.000022,0.425662,0.017789,1.196238,0.11215,0.44231,0.04689,1.32897,0.0511,0.3988,0.008,1.54351,0.05157,0.3974,0.00783,1.57766
3194,UNSODA(lab),45.7,45.6,8.7,,1.5,,,,,,0.28422887,0.222241148,3,0.109728,0.436,0.023368,1.298694,0.10439,0.39009,0.04806,1.31732,0.04065,0.39991,0.00936,1.52666,0.03755,0.34841,0.0137,1.47063
3195,UNSODA(lab),44.9,47.2,7.9,,1.47,,,,,,0.222247191,0.178173061,3,0.000006,0.344115,0.055952,1.148408,0.11007,0.37649,0.0492,1.57323,0.03941,0.40313,0.00876,1.5409,0.03707,0.35111,0.01255,1.48787
3200,UNSODA(lab),65.2,19.5,15.3,,1.27,,,,,,0.21059826,0.1964285,8,0.195166,0.529,0.019337,2.656271,0.2063,0.4545,0.03949,2.71524,0.05144,0.38379,0.02962,1.3792,0.05633,0.4501,0.02282,1.45192
3201,UNSODA(lab),67.9,17,15.1,,1.74,,,,,,0.253538319,0.221833516,8,0.210669,0.373515,0.012774,1.907035,0.1121,0.33465,0.04935,1.41429,0.05141,0.38203,0.03116,1.38579,0.04407,0.32834,0.0386,1.2985
3203,UNSODA(lab),76.3,13.2,10.5,,1.7,,,,,,0.179691059,0.168478963,8,0.168,0.344779,0.010858,3.11833,0.14356,0.33238,0.04068,2.21687,0.04659,0.38075,0.03563,1.50972,0.04333,0.33532,0.04065,1.47848
3204,UNSODA(lab),75.4,16.3,8.3,,1.67,,,,,,0.17619874,0.159683793,8,0.157203,0.327719,0.015206,2.35263,0.12738,0.33794,0.04293,2.08936,0.04184,0.38404,0.03829,1.51249,0.04025,0.34024,0.04345,1.51214
3205,UNSODA(lab),76.3,15.5,8.2,,1.62,,,,,,0.167409862,0.149171643,8,0.144,0.298404,0.019583,2.00464,0.12037,0.35165,0.04371,2.12861,0.04225,0.38368,0.03837,1.53336,0.04183,0.35456,0.04088,1.57155
3206,UNSODA(lab),94,4.3,1.7,,1.69,,,,,,0.166984517,0.145738358,5,0.138234,0.337021,0.026247,1.891991,0.10274,0.34327,0.04421,2.00419,0.04905,0.38001,0.03561,3.26583,0.0474,0.32877,0.03449,3.13712
3210,UNSODA(lab),32.9,50.8,16.3,,1.66,,,,,,0.401725554,0.311261331,12,0,0.469,0.003864,1.221894,0.07231,0.40175,0.02972,1.12082,0.05842,0.40995,0.00566,1.60902,0.04818,0.3345,0.01054,1.44853
3211,UNSODA(lab),36.3,49,14.6,,1.48,,,,,,0.305117077,0.250135208,3,0.225953,0.44599,0.010039,1.813036,0.1303,0.40355,0.05252,1.31431,0.05438,0.40471,0.00619,1.59266,0.05062,0.36657,0.00818,1.55279
3212,UNSODA(lab),8.4,64,27.6,,1.35,,,,,,0.301404662,0.266336912,12,0.245044,0.447231,0.020951,1.652472,0.22629,0.44218,0.05776,1.54953,0.08397,0.46298,0.00681,1.55967,0.08325,0.45937,0.00659,1.57722
3213,UNSODA(lab),15.6,70.7,13.6,,1.4,,,,,,0.398814195,0.341378158,12,0.3,0.527,0.011254,1.600862,0.16691,0.46125,0.06858,1.20805,0.06202,0.44548,0.00467,1.68853,0.06099,0.41047,0.00501,1.68268
3214,UNSODA(lab),1.6,87.1,11.3,,1.37,,,,,,0.469897882,0.383991222,9,0,0.603,0.015208,1.143203,0.13253,0.51681,0.06585,1.12434,0.06461,0.49082,0.00757,1.62609,0.06704,0.46002,0.00595,1.64787
3220,UNSODA(lab),30.9,50.7,18.4,,1.33,,,,,,0.299463499,0.266740174,12,0.241777,0.403588,0.018047,1.566015,0.22415,0.43802,0.05154,1.65838,0.06251,0.41419,0.00571,1.60189,0.0628,0.41095,0.00601,1.63014
3221,UNSODA(lab),34.1,46.1,19.8,,1.51,,,,,,0.227161583,0.209672373,3,0.206311,0.430189,0.021425,2.209933,0.20001,0.37056,0.04303,2.04677,0.06373,0.41206,0.00699,1.55678,0.05945,0.37585,0.00853,1.52843
3222,UNSODA(lab),15.3,59.2,25.5,,1.46,,,,,,0.322159694,0.300353772,12,0.288383,0.449057,0.028612,1.690609,0.25552,0.41337,0.05488,1.61538,0.07857,0.44824,0.00602,1.5826,0.07556,0.4166,0.00647,1.58448
3223,UNSODA(lab),7,73.9,19.1,,1.42,,,,,,0.383933653,0.346509187,12,0.3,0.4881,0.021805,1.400036,0.22627,0.45153,0.07215,1.31973,0.07457,0.45801,0.00589,1.6233,0.07264,0.43547,0.0056,1.63917
3224,UNSODA(lab),5.6,79.2,15.2,,1.35,,,,,,0.404049064,0.331930151,12,0.000002,0.5302,0.01997,1.137022,0.15207,0.48638,0.06485,1.18305,0.06975,0.4666,0.00619,1.63566,0.07042,0.45326,0.00536,1.66189
3225,UNSODA(lab),3.8,79.2,17,,1.27,,,,,,0.380589234,0.3411895,12,0.3,0.520755,0.027605,1.450514,0.26399,0.48938,0.07019,1.42277,0.0734,0.46755,0.0065,1.61872,0.07597,0.48022,0.00542,1.65448
3240,UNSODA(lab),1.4,74.3,24.3,,1.45,,,,,,0.360522369,0.270428515,12,0.138509,0.477,0.007642,1.382502,0.10691,0.45254,0.04094,1.18343,0.08364,0.4701,0.00722,1.56798,0.08024,0.44781,0.00652,1.58092
3241,UNSODA(lab),0.1,72.8,27.1,,1.39,,,,,,0.378998302,0.266759702,12,0.160127,0.53,0.007015,1.524485,0.09811,0.47558,0.02581,1.19729,0.08721,0.47553,0.0078,1.54494,0.08495,0.46801,0.00693,1.55965
3242,UNSODA(lab),0.7,79.3,20,,1.41,,,,,,0.350467751,0.254804118,12,0.159873,0.492,0.007974,1.501447,0.10413,0.45812,0.03878,1.20481,0.0791,0.47135,0.00716,1.58924,0.07717,0.45726,0.00616,1.60998
3243,UNSODA(lab),2,80.7,17.3,,1.49,,,,,,0.379673849,0.272174714,12,0.156448,0.55,0.008966,1.468288,0.09159,0.45425,0.02957,1.17329,0.07476,0.47143,0.00689,1.60821,0.07073,0.4329,0.00619,1.61201
3250,UNSODA(lab),0.9,80.6,18.5,,1.47,,,,,,0.364888389,0.255545848,12,0.045633,0.538,0.011419,1.29811,0.09052,0.45272,0.0282,1.19197,0.07702,0.47235,0.00712,1.59735,0.07346,0.4416,0.00624,1.60778
3251,UNSODA(lab),0.2,70.7,29.1,,1.44,,,,,,0.387880098,0.328876661,11,0,0.501999,0.027287,1.113499,0.15709,0.46118,0.06878,1.18464,0.08921,0.47874,0.00811,1.53101,0.08534,0.45667,0.00729,1.53845
3252,UNSODA(lab),0.1,77.3,22.6,,1.46,,,,,,0.38165291,0.303181749,12,0.172523,0.457849,0.005348,1.367831,0.12248,0.45894,0.05435,1.16353,0.0825,0.47193,0.00737,1.57281,0.07879,0.44818,0.0065,1.58575
3253,UNSODA(lab),0.1,79.4,20.5,,1.48,,,,,,0.375971921,0.286895286,12,0.076553,0.490231,0.008731,1.259854,0.10726,0.45427,0.04456,1.16351,0.08004,0.47238,0.00731,1.58393,0.07587,0.4425,0.00643,1.59363
3260,UNSODA(lab),12,79,9,,1.35,,,,,,0.239691305,0.142448304,12,0.070876,0.449033,0.010915,1.593897,0.05343,0.40207,0.03581,1.33011,0.05563,0.47163,0.00555,1.68627,0.05784,0.42766,0.00511,1.69126
3261,UNSODA(lab),22.8,68.3,8.9,,1.43,,,,,,0.218932891,0.122602018,12,0.070446,0.453862,0.010642,1.718817,0.04468,0.37288,0.03313,1.33749,0.05032,0.44327,0.00436,1.71956,0.04873,0.37995,0.0056,1.65949
3262,UNSODA(lab),21,69,10,,1.36,,,,,,0.214270283,0.118455298,12,0.073319,0.40461,0.008139,1.794671,0.04419,0.38703,0.035,1.35333,0.05317,0.44339,0.00438,1.7152,0.05341,0.40032,0.0049,1.69678
3263,UNSODA(lab),26,64,10,,1.37,,,,,,0.257857729,0.152410369,12,0.082968,0.427426,0.007528,1.657732,0.05646,0.40314,0.02819,1.31855,0.0508,0.43153,0.00428,1.71029,0.05021,0.38717,0.0052,1.67813
3264,UNSODA(lab),11.9,75.2,12.9,,1.38,,,,,,0.299283605,0.185524179,12,0.103513,0.491,0.008195,1.616294,0.06978,0.4267,0.02492,1.28131,0.06276,0.45664,0.00518,1.67637,0.06266,0.42456,0.00504,1.68394
3281,UNSODA(lab),16.4,35.2,48.4,,1.61,,,,,,0.289427199,0.257251461,1,0.000001,0.363731,0.051177,1.079637,0.16339,0.38796,0.05813,1.35094,0.0968,0.48442,0.01502,1.30795,0.08757,0.40833,0.01498,1.27912
3282,UNSODA(lab),13.5,32.9,53.6,,1.57,,,,,,0.32448477,0.305480954,1,0,0.409,0.998996,1.039907,0.21345,0.40411,0.05969,1.42542,0.09936,0.49482,0.01647,1.27375,0.09152,0.42486,0.01578,1.26537
3283,UNSODA(lab),19.8,47.9,32.2,,1.64,,,,,,0.304386805,0.267851013,11,0,0.40047,0.072101,1.085773,0.14623,0.3742,0.0593,1.29624,0.08554,0.45773,0.0086,1.48775,0.07486,0.38013,0.01012,1.4068
3290,UNSODA(lab),56.6,32.6,10.8,,1.44,,,,,,0.199971602,0.142016626,8,0,0.450367,0.106695,1.227321,0.07503,0.39359,0.05006,1.47413,0.04302,0.38854,0.02047,1.41814,0.04241,0.38091,0.02005,1.44808
3291,UNSODA(lab),58.5,30.8,10.7,,1.55,,,,,,0.208896385,0.145416009,8,0,0.366188,0.028328,1.245834,0.06849,0.36883,0.04667,1.3893,0.04269,0.38789,0.02274,1.40973,0.04007,0.35979,0.02624,1.40695
3292,UNSODA(lab),50.4,25.8,23.8,,1.56,,,,,,0.227077101,0.189343939,7,0,0.317565,0.044559,1.122825,0.12849,0.37802,0.05139,1.5213,0.06684,0.39907,0.01991,1.37152,0.06208,0.38405,0.01829,1.36132
3293,UNSODA(lab),48.2,24.9,26.9,,1.61,,,,,,0.260252191,0.213471008,7,0,0.33731,0.017451,1.139232,0.11375,0.37409,0.05087,1.3455,0.07129,0.40374,0.01988,1.35561,0.0639,0.37589,0.01914,1.31103
3300,UNSODA(lab),57.6,31.8,10.6,,1.51,,,,,,0.229637224,0.16538951,8,0,0.378472,0.026812,1.223549,0.07853,0.38282,0.04669,1.37513,0.04254,0.38825,0.02163,1.41386,0.04067,0.36692,0.02361,1.42429
3301,UNSODA(lab),58.5,29.4,12.1,,1.63,,,,,,0.223469568,0.161654082,8,0,0.343576,0.019051,1.223992,0.07222,0.354,0.04583,1.3439,0.04548,0.38755,0.02296,1.40488,0.04029,0.34531,0.02973,1.3585
3302,UNSODA(lab),54.2,25.4,20.4,,1.59,,,,,,0.254116249,0.202806344,7,0,0.35713,0.02537,1.154947,0.10411,0.37564,0.04991,1.35132,0.061,0.39303,0.02147,1.37745,0.05556,0.37141,0.0212,1.35352
3303,UNSODA(lab),52.3,29.1,18.6,,1.62,,,,,,0.257313105,0.201156484,8,0.000057,0.339263,0.012519,1.176669,0.0933,0.36614,0.04781,1.31297,0.05843,0.39379,0.01886,1.40277,0.05121,0.35834,0.02119,1.35035
3310,UNSODA(lab),63.2,25.8,11,,1.53,,,,,,0.242660442,0.173573095,8,0,0.39022,0.022409,1.229777,0.07601,0.38549,0.04443,1.33338,0.0433,0.38628,0.02832,1.39894,0.04224,0.37155,0.02929,1.42542
3311,UNSODA(lab),63.4,24.5,12.1,,1.58,,,,,,0.220610208,0.16098093,8,0,0.36908,0.032261,1.213477,0.07722,0.3697,0.04762,1.37778,0.04543,0.38578,0.02845,1.39466,0.04301,0.36263,0.03079,1.39975
3312,UNSODA(lab),52.5,23,24.5,,1.43,,,,,,0.248018486,0.199117694,7,0,0.436948,0.145646,1.145852,0.12789,0.42178,0.05267,1.45461,0.06722,0.39647,0.02194,1.35231,0.06809,0.42007,0.01726,1.4094
3313,UNSODA(lab),54.9,22.4,22.7,,1.53,,,,,,0.242885189,0.199873598,7,0,0.422071,0.216559,1.12922,0.12524,0.39184,0.05208,1.45795,0.06425,0.39291,0.02302,1.3551,0.06181,0.39237,0.01996,1.37135
3320,UNSODA(lab),69.5,22.6,7.9,,1.53,,,,,,0.249859232,0.16440944,8,0,0.369101,0.009352,1.303432,0.0602,0.38685,0.0361,1.29742,0.03841,0.38698,0.03599,1.43306,0.03912,0.37125,0.0372,1.48195
3321,UNSODA(lab),68.7,23.4,7.9,,1.489,,,,,,0.214296493,0.1385663,8,0.000001,0.400595,0.023708,1.296641,0.0584,0.39057,0.04354,1.35955,0.03818,0.38724,0.03526,1.42695,0.03941,0.38002,0.03509,1.48069
3322,UNSODA(lab),66.2,20.4,13.4,,1.58,,,,,,0.171210983,0.12581993,8,0,0.359639,0.112716,1.204645,0.0747,0.36492,0.05191,1.54882,0.0481,0.38402,0.03074,1.39124,0.0463,0.36829,0.03115,1.4083
3323,UNSODA(lab),69.3,20.4,10.3,,1.76,,,,,,0.174916526,0.136411695,8,0,0.335849,0.156657,1.164985,0.07437,0.31759,0.05112,1.50874,0.04292,0.38462,0.03426,1.42036,0.03751,0.31655,0.04749,1.33523
3330,UNSODA(lab),89.4,6.4,4.2,,1.51,,,,,,0.122168178,0.082614354,5,0.048992,0.430189,0.07422,1.515195,0.04973,0.3907,0.05618,1.74281,0.04886,0.37938,0.03524,2.47155,0.04931,0.38595,0.03497,2.56099
3331,UNSODA(lab),93.8,2.7,3.5,,1.47,,,,,,0.041739674,0.034908005,5,0.034,0.421724,0.048075,2.415722,0.04331,0.38916,0.04187,3.33038,0.05325,0.37559,0.03234,3.11172,0.05379,0.39848,0.03207,3.19218
3332,UNSODA(lab),96.2,1.3,2.5,,1.509,,,,,,0.02853728,0.028012155,5,0.028,0.366856,0.039843,3.502335,0.04399,0.37605,0.03687,4.01798,0.05367,0.37492,0.03222,3.56004,0.05441,0.38522,0.03078,3.69428
3340,UNSODA(lab),93.4,5.1,1.5,,1.41,,,,,,0.025888318,0.019042112,5,0.018,0.329136,0.04726,2.337428,0.03545,0.39741,0.04211,3.48976,0.04783,0.38129,0.03654,3.18365,0.04985,0.41233,0.03578,3.14046
3380,UNSODA(lab),9.9,77.8,12.3,,1.402,,,,,,0.286648483,0.195431263,12,0,0.375178,0.005561,1.300763,0.08239,0.41964,0.03886,1.27671,0.06274,0.46362,0.00556,1.66851,0.06234,0.42519,0.00528,1.67241
3381,UNSODA(lab),18.9,67.2,13.9,,1.452,,,,,,0.293500047,0.226273199,12,0.000009,0.414801,0.018648,1.181047,0.11388,0.4091,0.05053,1.29322,0.06081,0.43774,0.00443,1.69325,0.05803,0.39149,0.00533,1.66352
3390,UNSODA(lab),9.8,75.6,14.6,,1.423,,,,,,0.265446265,0.200224815,12,0,0.415125,0.029517,1.191902,0.10753,0.40708,0.05255,1.34437,0.06663,0.45756,0.00544,1.65956,0.06503,0.42265,0.00532,1.66392
3391,UNSODA(lab),10,72.7,17.3,,1.442,,,,,,0.316533465,0.305111213,12,0.3,0.398986,0.029777,1.77991,0.32321,0.40905,0.04517,2.10302,0.07053,0.45283,0.00539,1.6467,0.06807,0.42028,0.00542,1.65161
3392,UNSODA(lab),8.1,68.3,23.6,,1.481,,,,,,0.316504954,0.257958342,12,0.000471,0.376111,0.006686,1.159823,0.13936,0.41952,0.05829,1.26348,0.07945,0.4571,0.00611,1.59522,0.07572,0.42275,0.00616,1.59818
3393,UNSODA(lab),7.9,66.1,26,,1.561,,,,,,0.317589195,0.2747032,12,0.000028,0.355417,0.005309,1.119358,0.15978,0.39915,0.06407,1.2893,0.08233,0.46073,0.00651,1.57399,0.07578,0.40666,0.00681,1.55187
3395,UNSODA(lab),7,74.9,18.1,,1.709,,,,,,0.322606286,0.261674526,12,0,0.344582,0.001315,1.289984,0.10004,0.37485,0.06099,1.17296,0.07325,0.45873,0.00587,1.62901,0.06009,0.36773,0.0074,1.51614
4000,UNSODA(lab),92.2,6.3,1.5,,1.46,,,,,,0.071164207,0.049237504,5,0.045681,0.380587,0.021731,2.304426,0.03994,0.3938,0.0515,2.34261,0.04635,0.3827,0.03764,2.99763,0.04834,0.39671,0.03594,3.04916
4001,UNSODA(lab),95.9,2.8,1.3,,1.62,,,,,,0.072590737,0.035828294,5,0.026051,0.342159,0.018968,2.038005,0.02946,0.35631,0.0573,1.81177,0.05025,0.3787,0.03482,3.60378,0.04999,0.34896,0.03254,3.60822
4010,UNSODA(lab),75.5,18.5,6,,1.44,,,,,,0.100560301,0.086197378,8,0.085996,0.425619,0.009171,3.834386,0.07006,0.38673,0.0429,2.724,0.03756,0.38735,0.04115,1.53489,0.04032,0.39644,0.03934,1.60632
4011,UNSODA(lab),76.2,17.3,6.5,,1.43,,,,,,0.145154011,0.087461642,8,0.056528,0.414531,0.021579,1.703901,0.04385,0.40194,0.05629,1.52197,0.03895,0.38618,0.04055,1.54753,0.04173,0.40136,0.03854,1.62033
4020,UNSODA(lab),85.2,11.3,3.5,,1.32,,,,,,0.114087188,0.082085547,4,0.073675,0.409551,0.022956,2.041774,0.05098,0.43632,0.0564,2.00902,0.04179,0.38519,0.0407,2.06464,0.04395,0.43496,0.04208,1.96078
4021,UNSODA(lab),87.4,10.1,2.5,,1.44,,,,,,0.070528009,0.041091481,5,0.035008,0.404385,0.022295,2.169851,0.03335,0.3946,0.0565,2.06649,0.04246,0.38533,0.04045,2.31522,0.04467,0.40128,0.0395,2.34984
4030,UNSODA(lab),19,68.5,12.5,,1.49,,,,,,0.27531103,0.189373583,12,0.041495,0.415368,0.011406,1.324655,0.07765,0.39203,0.03834,1.27184,0.05848,0.44051,0.00442,1.70163,0.05469,0.38137,0.00568,1.64631
4031,UNSODA(lab),68.3,20.4,11.3,,1.48,,,,,,0.242265823,0.171347259,8,0.051998,0.428551,0.02507,1.316223,0.0765,0.40375,0.04548,1.34237,0.04455,0.38425,0.03303,1.4094,0.04574,0.39102,0.03064,1.47266
4032,UNSODA(lab),18.2,68.8,13,,1.5,,,,,,0.228237173,0.15597534,12,0,0.407853,0.027288,1.258437,0.071,0.37044,0.04559,1.34169,0.05971,0.44118,0.00447,1.69759,0.05559,0.3818,0.00571,1.64286
4033,UNSODA(lab),8,68,24,,1.52,,,,,,0.327715278,0.266586136,12,0,0.406638,0.01044,1.151503,0.12976,0.41553,0.05775,1.22578,0.07996,0.45771,0.00617,1.59164,0.07499,0.41416,0.00635,1.58382
4040,UNSODA(lab),25,65,10,,1.54,,,,,,0.295524205,0.196999284,12,0.00223,0.390736,0.005459,1.321407,0.06863,0.3864,0.02921,1.24233,0.05126,0.43382,0.00427,1.71294,0.04601,0.3554,0.00692,1.5925
4041,UNSODA(lab),23.8,64.7,11.5,,1.54,,,,,,0.257948601,0.166611439,12,0.03384,0.394537,0.009349,1.37576,0.06271,0.37157,0.03328,1.27771,0.05445,0.43206,0.00426,1.70716,0.04895,0.35984,0.00659,1.60177
4042,UNSODA(lab),22.5,66,11.5,,1.5,,,,,,0.314212542,0.176606539,12,0.040608,0.390719,0.002825,1.630573,0.05822,0.40036,0.01206,1.30958,0.05507,0.43502,0.00428,1.7087,0.05089,0.37033,0.00602,1.63071
4043,UNSODA(lab),24.4,58.6,17,,1.53,,,,,,0.326277583,0.229607059,12,0,0.399325,0.003931,1.299548,0.07942,0.40539,0.02936,1.21124,0.06298,0.42383,0.00464,1.65834,0.05759,0.37051,0.0064,1.59805
